College Name,Genders Accepted,Total811Student811Enrollments,Total Faculty,Established Year,University,City,State,College Type,Average Fees
Lakireddy Bali Reddy College of Engineering,Co-Ed,3848,267,1998,"Jawaharlal Nehru Technological University, Kakinada",Mylavaram,Andhra Pradesh,Private,287846.1538
PDM University,Co-Ed,811,139,2016,,Bahadurgarh,Haryana,Private,383164.2857
Easwari Engineering College,Co-Ed,3906,264,1996,"Anna University, Chennai",Chennai,Tamil Nadu,Private,174428.5714
Cambridge Institute of Technology,Co-Ed,811,196,2007,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,324000
Indian Institute of Information Technology Design and Manufacturing Kurnool ,Co-Ed,811,13,2015,,Kurnool,Andhra Pradesh,Private ,519000
Bengal College of Engineering and Technology,Co-Ed,2169,141,2001,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal,Private,318900
Shri Ram Murti Smarak College of Engineering and Technology,Co-Ed,1635,116,1996,"Dr APJ Abdul Kalam Technical University, Lucknow",Bareilly,Uttar Pradesh,Private,334076.9231
G Pulla Reddy Engineering College,Co-Ed,3447,135,1985,"Jawaharlal Nehru Technological University, Anantapur",Kurnool,Andhra Pradesh,Private,202583.3333
Yeshwantrao Chavan College of Engineering,Co-Ed,811,298,1984,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,443454.5455
Netaji Subhash Engineering College,Co-Ed,3503,198,1998,"Maulana Abul Kalam Azad University of Technology, Kolkata",Garia,West Bengal,Private,307388.8889
Don Bosco Institute of Technology,Co-Ed,1547,90,2001,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,496000
Vivekananda Global University,Co-Ed,1831,109,2012,,Jaipur,Rajasthan,Private,382137.931
Dr BC Roy Engineering College,Co-Ed,2782,182,2000,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal,Private,280187.5
Raj Kumar Goel Institute of Technology,Co-Ed,3270,199,2000,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,438636.3636
Prasad V Potluri Siddhartha Institute of Technology,Co-Ed,2964,192,1998,"Jawaharlal Nehru Technological University, Kakinada",Vijayawada,Andhra Pradesh,Private,276636.3636
AD Patel Institute of Technology,Co-Ed,2100,117,2000,"Gujarat Technological University, Ahmedabad",Vitthal Udyognagar INA,Gujarat,Private,384727.2727
Indian Institute of Information Technology,Co-Ed,207,11,2015,,Kottayam,Kerala,Private ,795000
Kalasalingam Academy of Research and Education,Co-Ed,6972,520,2006,,Krishnan Kovil,Tamil Nadu,Private,219765.625
Rajalakshmi Engineering College,Co-Ed,6206,430,1997,"Anna University, Chennai",Chennai,Tamil Nadu,Private,170769.2308
Indian Institute of Information Technology,Co-Ed,211,10,2015,,Allahabad,Uttar Pradesh,Private ,747000
Sri Venkateswara College of Engineering,Co-Ed,4345,312,1984,"Anna University, Chennai",Kanchipuram,Tamil Nadu,Private,580000
Future Institute of Engineering and Management,Co-Ed,654,116,2004,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,340533.3333
Sona College of Technology,Co-Ed,4592,317,1997,"Anna University, Chennai",Salem,Tamil Nadu,Private,203000
CMR Technical Campus,Co-Ed,3078,215,2009,"Jawaharlal Nehru Technological University, Hyderabad",Kandlakoi,Telangana,Private,204850
NIIT University,Co-Ed,1026,80,2009,,Neemrana,Rajasthan,Private,809900
Indian Institute of Information Technology,Co-Ed,296,69,2014,,Kilrod,Haryana,Private ,563000
Chandigarh Group of Colleges,Co-Ed,10367,572,2010,"IK Gujral Punjab Technical University, Jalandhar",Landran,Punjab,Private,230490.625
Integral University,Co-Ed,16054,304,2004,,Lucknow,Uttar Pradesh,Private,358430.2326
Vasireddy Venkatadri Institute of Technology,Co-Ed,3734,258,2007,"Jawaharlal Nehru Technological University, Kakinada",Guntur,Andhra Pradesh,Private,228857.1429
Asansol Engineering College,Co-Ed,2749,164,1998,"Maulana Abul Kalam Azad University of Technology, Kolkata",Asansol,West Bengal,Private,264500
KJ Somaiya Institute of Engineering and Information Technology,Co-Ed,1323,71,2001,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,516000
G Narayanamma Institute of Technology and Science For Women,Female,2644,193,1997,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,337500
Adhiyamaan College of Engineering,Co-Ed,811,490,1987,"Anna University, Chennai",Krishnagiri,Tamil Nadu,Private,235437.5
Dhole Patil College of Engineering,Co-Ed,1575,62,2008,"Savitribai Phule Pune University, Pune",Pune,Maharashtra,Private,205254.5455
Vignan's Institute of Information Technology,Co-Ed,4786,319,2002,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,251466.6667
KK Wagh Institute of Engineering Education and Research,Co-Ed,4143,155,1984,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra,Private,267722.2222
Vel Tech,Co-Ed,1183,88,2009,"Anna University, Chennai",Chennai,Tamil Nadu,Private,200000
Poornima University,Co-Ed,2500,99,2012,,Jaipur,Rajasthan,Private,273508.1967
Malla Reddy Engineering College,Co-Ed,4510,273,2002,"Jawaharlal Nehru Technological University, Hyderabad",Secunderabad,Telangana,Private,168615.3846
Coimbatore Institute of Engineering and Technology,Co-Ed,1133,194,2001,"Anna University, Chennai",Coimbatore,Tamil Nadu,Private,147500
Jaipur Engineering College and Research Centre,Co-Ed,3984,239,2000,"Rajasthan Technical University, Kota",Jaipur,Rajasthan,Private,282000
St Francis Institute of Technology,Co-Ed,1865,74,1999,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,408428.5714
KR Mangalam University,Co-Ed,1730,117,2013,,Sohna,Haryana,Private,394186.0465
Keshav Memorial Institute of Technology,Co-Ed,2616,203,2007,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,324000
Madanapalle Institute of Technology and Science,Co-Ed,5624,279,1998,"Jawaharlal Nehru Technological University, Anantapur",Madanapalle,Andhra Pradesh,Private,277812.5
Acropolis Institute of Technology and Research,Co-Ed,2775,174,2005,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh,Private,205166.6667
VIT-AP University,Co-Ed,1675,89,2017,,Inavolu,Andhra Pradesh,Private,786562.5
GLA University,Co-Ed,9965,430,2010,,Mathura,Uttar Pradesh,Private,396400
Sagar Institute of Science and Technology,Co-Ed,1315,76,2007,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,212818.1818
Bengal Institute of Technology,Co-Ed,788,42,2000,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,288000
Bapatla Engineering College,Co-Ed,4564,261,1981,"Acharya Nagarjuna University, Guntur",Guntur,Andhra Pradesh,Private,300000
St Joseph Engineering College,Co-Ed,2453,172,2002,"Visvesvaraya Technological University, Belagavi",Mangalore,Karnataka,Private,115571.4286
Panimalar Engineering College,Co-Ed,6979,358,2000,"Anna University, Chennai",Chennai,Tamil Nadu,Private,198750
BP Poddar Institute of Management and Technology,Co-Ed,1628,92,1999,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,315285.7143
Sagar Institute of Research and Technology,Co-Ed,3706,173,2003,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,206083.3333
Calcutta Institute of Engineering and Management,Co-Ed,1415,87,2003,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,352333.3333
IIMT College of Engineering,Co-Ed,1866,184,2005,"Dr APJ Abdul Kalam Technical University, Lucknow",Greater Noida,Uttar Pradesh,Private,375000
PES Institute of Technology and Management,Co-Ed,1949,127,2007,"Visvesvaraya Technological University, Belagavi",Shivamogga,Karnataka,Private,348571.4286
Laxminarayan Institute of Technology,Co-Ed,811,32,1942,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,89504.16667
Meenakshi Academy of Higher Education and Research,Co-Ed,4101,402,2004,,Chennai,Tamil Nadu,Private,1880156.25
Oriental Institute of Science and Technology,Co-Ed,3475,227,1995,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,213933.3333
Sri Venkateshwara College of Engineering,Co-Ed,1928,169,2001,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,242818.1818
Silicon Institute of Technology,Co-Ed,2209,123,2001,"Biju Patnaik University of Technology, Rourkela",Bhubaneswar,Odisha,Private,421875
Jawaharlal Nehru National College of Engineering,Co-Ed,3440,198,1980,"Visvesvaraya Technological University, Belagavi",Shivamogga,Karnataka,Private,168666.6667
Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College,Co-Ed,2123,207,1999,"Anna University, Chennai",Chennai,Tamil Nadu,Private,217142.8571
National Institute of Science and Technology,Co-Ed,3190,225,1996,"Biju Patnaik University of Technology, Rourkela",Berhampur,Odisha,Private,222294.1176
Greater Noida Institute of Technology Engineering Institute,Co-Ed,3525,218,2001,"Dr APJ Abdul Kalam Technical University, Lucknow",Greater Noida,Uttar Pradesh,Private,317125
Institute of Engineering and Science,Co-Ed,3010,207,1999,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh,Private,222285.7143
Bhagwan Parshuram Institute of Technology,Co-Ed,1714,77,2006,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,Private,364400
Indian Institute of Information Technology,Co-Ed,367,10,2016,,Nagpur,Maharashtra,Private ,841000
TKM Institute of Technology,Co-Ed,1067,83,2002,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kollam,Kerala,Private,330000
MS Engineering College,Co-Ed,580,129,2002,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,168692.5
MKSSS's Cummins College of Engineering for Women,Female,2631,128,1991,"Savitribai Phule Pune University, Pune",Pune,Maharashtra,Private,618900
CMR University,Co-Ed,2040,117,2013,,Bengaluru,Karnataka,Private,118437.5
Gayatri Vidya Parishad College for Degree and PG Courses,Co-Ed,4280,94,1989,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Private,201666.6667
Sikkim Manipal Institute of Technology,Co-Ed,2107,209,1997,"Sikkim Manipal University, Gangtok",Majitar,Sikkim,Private,610571.4286
IMS Engineering College,Co-Ed,2847,207,2002,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,454818.1818
Amity University,Co-Ed,811,289,2004,"Amity University, Noida",Lucknow,Uttar Pradesh,Private,453368
Amity University,Co-Ed,2674,210,2008,,Jaipur,Rajasthan,Private,407035.3982
GH Raisoni Academy of Engineering and Technology,Co-Ed,1056,74,2010,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,275000
Ramrao Adik Institute of Technology,Co-Ed,3927,228,1983,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra,Private,401153.8462
KLE Institute of Technology,Co-Ed,811,113,2008,"Visvesvaraya Technological University, Belagavi",Hubli,Karnataka,Private,220125
Guru Teg Bahadur Institute of Technology,Co-Ed,1778,48,1999,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,Private,348000
Gudlavalleru Engineering College,Co-Ed,4173,276,1998,"Jawaharlal Nehru Technological University, Kakinada",Gudlavalleru,Andhra Pradesh,Private,236241.6667
Aditya Engineering College,Co-Ed,5762,356,2001,"Jawaharlal Nehru Technological University, Kakinada",Surampalem,Andhra Pradesh,Private,163440
Institute of Technology and Management Universe,Co-Ed,1171,125,2011,"Gujarat Technological University, Ahmedabad",Paldi,Gujarat,Private,312727.2727
Sambhram Institute of Technology,Co-Ed,1956,218,2001,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,238066.6667
ABES Institute of Technology,Co-Ed,1696,144,2007,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,529000
Lakshmi Narain College of Technology and Science,Co-Ed,2151,142,2006,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,195500
Babu Banarasi Das National Institute of Technology and Management,Co-Ed,811,221,1998,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,Private,422214.2857
PSIT-Pranveer Singh Institute of Technology,Co-Ed,3640,218,2004,"Dr APJ Abdul Kalam Technical University, Lucknow",Kanpur,Uttar Pradesh,Private,232250
Sarvajanik College of Engineering and Technology,Co-Ed,3364,144,1995,"Gujarat Technological University, Ahmedabad",Surat,Gujarat,Private,403444.4444
Indo Global College of Engineering,Co-Ed,1120,125,2003,"IK Gujral Punjab Technical University, Jalandhar",New Chandigarh,Punjab,Private,214890
Indus University,Co-Ed,3740,144,2012,,Ahmedabad,Gujarat,Private,283266.6667
Sarvepalli Radhakrishnan University,Co-Ed,3635,1387,2015,,Bhopal,Madhya Pradesh,Private,390816.3265
Noida International University,Co-Ed,1927,135,2011,,Noida,Uttar Pradesh,Private,208183.432
Gandhi Institute for Technological Advancement,Co-Ed,2371,179,2004,"Biju Patnaik University of Technology, Rourkela",Badaraghunathpur,Odisha,Private,393071.4286
Walchand Institute of Technology,Co-Ed,2551,156,1983,"Solapur University, Solapur",Solapur,Maharashtra,Private,357692.3077
Malla Reddy Engineering College for Women,Female,2611,183,2008,"Jawaharlal Nehru Technological University, Hyderabad",Secunderabad,Telangana,Private,121142.8571
BVRIT Hyderabad College of Engineering for Women,Female,1559,98,2012,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,260000
Poornima College of Engineering,Co-Ed,2538,156,2000,"Rajasthan Technical University, Kota",Jaipur,Rajasthan,Private,269500
Mangalore Institute of Technology and Engineering,Co-Ed,2853,186,2007,"Visvesvaraya Technological University, Belagavi",Mangalore,Karnataka,Private,342857.1429
Bapuji Institute of Engineering and Technology,Co-Ed,3416,149,1979,"Visvesvaraya Technological University, Belagavi",Davanagere,Karnataka,Private,799470.5882
Indian Institute of Information Technology,Co-Ed,245,69,2016,,Ranchi,Jharkhand,Private ,1020000
Meghnad Saha Institute of Technology,Co-Ed,333,125,2001,"Maulana Abul Kalam Azad University of Technology, Kolkata",South 24 Parganas,West Bengal,Private,256909.0909
Dehradun Institute of Technology,Co-Ed,811,24,1998,"Uttarakhand Technical University, Dehradun",Dehradun,Uttarakhand,Private,677661.9048
Amritsar College of Engineering and Technology,Co-Ed,2658,168,2002,"IK Gujral Punjab Technical University, Jalandhar",Amritsar,Punjab,Private,294750
Sahyadri College of Engineering and Management,Co-Ed,811,196,2007,"Visvesvaraya Technological University, Belagavi",Mangaluru,Karnataka,Private,174900
Jeppiaar Engineering College,Co-Ed,3811,285,2001,"Anna University, Chennai",Chennai,Tamil Nadu,Private,150000
IEC University,Co-Ed,811,54,2012,,Solan,Himachal Pradesh,Private,232142.8571
Indian Institute of Information Technology,Co-Ed,185,14,2015,,Imphal,Manipur,Private ,748000
Teerthanker Mahaveer University,Co-Ed,11238,616,2008,,Bagadpur,Uttar Pradesh,Private,752251.3158
St Thomas College of Engineering and Technology,Co-Ed,1054,58,2000,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,387000
Bangalore College of Engineering and Technology,Co-Ed,123,48,2000,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,273333.3333
Sphoorthy Engineering College,Co-Ed,2631,175,2004,"Jawaharlal Nehru Technological University, Hyderabad",Nadergul,Telangana,Private,133507.1429
Dr KN Modi University,Co-Ed,1726,94,2010,,Tonk,Rajasthan,Private,180170.7317
Maturi Venkata Subba Rao Engineering College,Co-Ed,3843,239,1981,"Osmania University, Hyderabad",Hyderabad,Telangana,Private,277090.9091
KLE Dr MS Sheshgiri College of Engineering and Technology,Co-Ed,2722,159,1979,"Visvesvaraya Technological University, Belagavi",Belagavi,Karnataka,Private,262153.8462
Technocrats Institute of Technology,Co-Ed,3863,254,1999,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,216466.6667
MES College of Engineering,Co-Ed,811,209,1994,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Malappuram,Kerala,Private,237812.5
Guru Nanak Institute of Technology,Co-Ed,2532,131,2003,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,234727.2727
Vivekanand Education Society's Institute of Technology,Co-Ed,3138,126,1984,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,315500
TKR College of Engineering and Technology,Co-Ed,3207,358,2002,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,133766.6667
Sapthagiri College of Engineering,Co-Ed,2742,153,2001,"Visvesvaraya Technological University, Belagavi",Myadarahalli,Karnataka,Private,164888.8889
DAV Institute of Engineering and Technology,Co-Ed,1945,94,2001,"IK Gujral Punjab Technical University, Jalandhar",Jalandhar,Punjab,Private,245100
Institute of Engineering and Technology,Co-Ed,811,53,1996,"Devi Ahilya Vishwavidyalaya, Indore",Indore,Madhya Pradesh,Private,170000
Calcutta Institute of Technology,Co-Ed,476,91,2004,"Maulana Abul Kalam Azad University of Technology, Kolkata",Howrah,West Bengal,Private,236600
PSNA College of Engineering and Technology,Co-Ed,5694,439,1984,"Anna University, Chennai",Dindigul,Tamil Nadu,Private,268333.3333
Inderprastha Engineering College,Co-Ed,3174,198,2000,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,386555.5556
RV College of Architecture,Co-Ed,382,21,1992,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,172500
